,cap_hit,Player,team_name,Season
554,6000000,David Backes,boston-bruins,2017-2018
555,5250000,Torey Krug,boston-bruins,2017-2018
556,4000000,Zdeno Chara,boston-bruins,2017-2018
557,2750000,Adam Mcquaid,boston-bruins,2017-2018
558,2500000,Kevan Miller,boston-bruins,2017-2018
559,1650000,Nick Holden,boston-bruins,2017-2018
560,1200000,Anton Khudobin,boston-bruins,2017-2018
561,925000,Anders Bjork,boston-bruins,2017-2018
562,916667,Charles Mcavoy,boston-bruins,2017-2018
563,900000,Riley Nash,boston-bruins,2017-2018
564,875000,Kenneth Agostino,boston-bruins,2017-2018
565,872500,Danton Heinen,boston-bruins,2017-2018
566,863333,Jake Debrusk,boston-bruins,2017-2018
567,858750,Matthew Grzelcyk,boston-bruins,2017-2018
568,808750,Sean Kuraly,boston-bruins,2017-2018
569,789166,Brandon Carlo,boston-bruins,2017-2018
570,784166,Anton Blidh,boston-bruins,2017-2018
571,775000,Tim Schaller,boston-bruins,2017-2018
572,750000,Tommy Wingels,boston-bruins,2017-2018
573,742500,Peter Cehlarik,boston-bruins,2017-2018
574,725000,Noel Acciari,boston-bruins,2017-2018
575,700000,Brian Gionta,boston-bruins,2017-2018
576,675000,Austin Czarnik,boston-bruins,2017-2018
577,655000,Colby Cave,boston-bruins,2017-2018
578,650000,Tommy Cross,boston-bruins,2017-2018
579,650000,Zane Mcintyre,boston-bruins,2017-2018
580,650000,Jordan Szwarz,boston-bruins,2017-2018
581,7142857,Tom Vanek,buffalo-sabres,2011-2012
582,6250000,Ryan Miller,buffalo-sabres,2011-2012
583,5300000,Jason Pominville,buffalo-sabres,2011-2012
584,4500000,Ville Leino,buffalo-sabres,2011-2012
585,4020000,Robyn Regehr,buffalo-sabres,2011-2012
586,4000000,Chris Ehrhoff,buffalo-sabres,2011-2012
587,4000000,Derek Roy,buffalo-sabres,2011-2012
588,4000000,Drew Stafford,buffalo-sabres,2011-2012
589,3525000,Jochen Hecht,buffalo-sabres,2011-2012
590,3000000,Jordan Leopold,buffalo-sabres,2011-2012
591,2750000,Andrej Sekera,buffalo-sabres,2011-2012
592,2300000,Paul Gaustad,buffalo-sabres,2011-2012
593,1666667,Cody Hodgson,buffalo-sabres,2011-2012
594,1450000,Nathan Gerbe,buffalo-sabres,2011-2012
595,1200000,Cody Mccormick,buffalo-sabres,2011-2012
596,950000,Mike Weber,buffalo-sabres,2011-2012
597,907500,Patrick Kaleta,buffalo-sabres,2011-2012
598,900000,Mark Pysyk,buffalo-sabres,2011-2012
599,875000,Tyler Myers,buffalo-sabres,2011-2012
600,875000,Tyler Ennis,buffalo-sabres,2011-2012
601,870000,Zach Kassian,buffalo-sabres,2011-2012
602,826667,Marcus Foligno,buffalo-sabres,2011-2012
603,750000,Drew Schiestel,buffalo-sabres,2011-2012
604,675000,Jhonas Enroth,buffalo-sabres,2011-2012
605,645833,Tj Brennan,buffalo-sabres,2011-2012
606,631667,Kevin Sundher,buffalo-sabres,2011-2012
607,586666,Corey Tropp,buffalo-sabres,2011-2012
608,537500,Joe Finley,buffalo-sabres,2011-2012
609,525000,Matt Ellis,buffalo-sabres,2011-2012
610,7142857,Tom Vanek,buffalo-sabres,2012-2013
611,6250000,Ryan Miller,buffalo-sabres,2012-2013
612,5500000,Tyler Myers,buffalo-sabres,2012-2013
613,4500000,Ville Leino,buffalo-sabres,2012-2013
614,4000000,Chris Ehrhoff,buffalo-sabres,2012-2013
615,4000000,Drew Stafford,buffalo-sabres,2012-2013
616,2950000,Steve Ott,buffalo-sabres,2012-2013
617,2812500,Tyler Ennis,buffalo-sabres,2012-2013
618,2750000,Andrej Sekera,buffalo-sabres,2012-2013
619,2000000,Adam Pardy,buffalo-sabres,2012-2013
620,1666667,Cody Hodgson,buffalo-sabres,2012-2013
621,1450000,Nathan Gerbe,buffalo-sabres,2012-2013
622,1250000,Jochen Hecht,buffalo-sabres,2012-2013
623,1250000,Patrick Kaleta,buffalo-sabres,2012-2013
624,1200000,Cody Mccormick,buffalo-sabres,2012-2013
625,975000,Chad Ruhwedel,buffalo-sabres,2012-2013
626,950000,Mike Weber,buffalo-sabres,2012-2013
627,925000,Mikhail Grigorenko,buffalo-sabres,2012-2013
628,925000,Brian Flynn,buffalo-sabres,2012-2013
629,900000,Matthew Hackett,buffalo-sabres,2012-2013
630,870000,Mark Pysyk,buffalo-sabres,2012-2013
631,826667,Marcus Foligno,buffalo-sabres,2012-2013
632,763333,Johan Larsson,buffalo-sabres,2012-2013
633,725000,Alex Sulzer,buffalo-sabres,2012-2013
634,675000,Jhonas Enroth,buffalo-sabres,2012-2013
635,600000,John Scott,buffalo-sabres,2012-2013
636,537500,Kevin Porter,buffalo-sabres,2012-2013
637,5500000,Tyler Myers,buffalo-sabres,2013-2014
638,4500000,Ville Leino,buffalo-sabres,2013-2014
639,4250000,Cody Hodgson,buffalo-sabres,2013-2014
640,4000000,Chris Ehrhoff,buffalo-sabres,2013-2014
641,4000000,Drew Stafford,buffalo-sabres,2013-2014
642,3375000,Henrik Tallinder,buffalo-sabres,2013-2014
643,2812500,Tyler Ennis,buffalo-sabres,2013-2014
644,1800000,Jamie Mcbain,buffalo-sabres,2013-2014
645,1666667,Mike Weber,buffalo-sabres,2013-2014
646,1369167,Zemgus Girgensons,buffalo-sabres,2013-2014
647,1250000,Jhonas Enroth,buffalo-sabres,2013-2014
648,957692,Chris Stewart,buffalo-sabres,2013-2014
649,870000,Mark Pysyk,buffalo-sabres,2013-2014
650,826667,Marcus Foligno,buffalo-sabres,2013-2014
651,750000,John Scott,buffalo-sabres,2013-2014
652,637500,Brian Flynn,buffalo-sabres,2013-2014
653,561410,Alex Sulzer,buffalo-sabres,2013-2014
654,512821,Michal Neuvirth,buffalo-sabres,2013-2014
655,479103,Zenon Konopka,buffalo-sabres,2013-2014
656,389744,Torrey Mitchell,buffalo-sabres,2013-2014
657,389231,Matt D'Agostini,buffalo-sabres,2013-2014
658,330000,Matt Ellis,buffalo-sabres,2013-2014
659,270385,Chad Ruhwedel,buffalo-sabres,2013-2014
660,178718,Cory Conacher,buffalo-sabres,2013-2014
661,110000,Matthew Hackett,buffalo-sabres,2013-2014
662,106068,Nicolas Deslauriers,buffalo-sabres,2013-2014
663,87496,Nathan Lieuwen,buffalo-sabres,2013-2014
664,9346,Connor Knapp,buffalo-sabres,2013-2014
665,5000000,Matt Moulson,buffalo-sabres,2014-2015
666,4600000,Tyler Ennis,buffalo-sabres,2014-2015
667,4250000,Brian Gionta,buffalo-sabres,2014-2015
668,4250000,Cody Hodgson,buffalo-sabres,2014-2015
669,4125000,Andrej Meszaros,buffalo-sabres,2014-2015
670,3900000,Josh Gorges,buffalo-sabres,2014-2015
671,1875000,Marcus Foligno,buffalo-sabres,2014-2015
672,1693548,Evander Kane,buffalo-sabres,2014-2015
673,1666667,Mike Weber,buffalo-sabres,2014-2015
674,1658986,Zach Bogosian,buffalo-sabres,2014-2015
675,1500000,Cody Mccormick,buffalo-sabres,2014-2015
676,1250000,Patrick Kaleta,buffalo-sabres,2014-2015
677,1137500,Rasmus Ristolainen,buffalo-sabres,2014-2015
678,1106667,Nikita Zadorov,buffalo-sabres,2014-2015
679,1106667,Zemgus Girgensons,buffalo-sabres,2014-2015
680,800000,Andre Benoit,buffalo-sabres,2014-2015
681,650000,Tyson Strachan,buffalo-sabres,2014-2015
682,637500,Nicolas Deslauriers,buffalo-sabres,2014-2015
683,298387,Anders Lindback,buffalo-sabres,2014-2015
684,286559,Chad Johnson,buffalo-sabres,2014-2015
685,242473,Matt Ellis,buffalo-sabres,2014-2015
686,187476,Jerry D'Amigo,buffalo-sabres,2014-2015
687,184409,Zach Dalpe,buffalo-sabres,2014-2015
688,6000000,Ryan O'Reilly,buffalo-sabres,2015-2016
689,5250000,Evander Kane,buffalo-sabres,2015-2016
690,5142857,Zach Bogosian,buffalo-sabres,2015-2016
691,5000000,Matt Moulson,buffalo-sabres,2015-2016
692,4600000,Tyler Ennis,buffalo-sabres,2015-2016
693,4250000,Brian Gionta,buffalo-sabres,2015-2016
694,3900000,Josh Gorges,buffalo-sabres,2015-2016
695,3325000,Cody Franson,buffalo-sabres,2015-2016
696,3000000,David Legwand,buffalo-sabres,2015-2016
697,2225000,Robin Lehner,buffalo-sabres,2015-2016
698,1875000,Marcus Foligno,buffalo-sabres,2015-2016
699,1500000,Cody Mccormick,buffalo-sabres,2015-2016
700,1300000,Chad Johnson,buffalo-sabres,2015-2016
701,1125000,Mark Pysyk,buffalo-sabres,2015-2016
702,925000,Rasmus Ristolainen,buffalo-sabres,2015-2016
703,925000,Jack Eichel,buffalo-sabres,2015-2016
704,925000,Hudson Fasching,buffalo-sabres,2015-2016
705,925000,Jake Mccabe,buffalo-sabres,2015-2016
706,900000,Carlo Colaiacovo,buffalo-sabres,2015-2016
707,894167,Sam Reinhart,buffalo-sabres,2015-2016
708,894167,Zemgus Girgensons,buffalo-sabres,2015-2016
709,874125,Tim Schaller,buffalo-sabres,2015-2016
710,842500,Evan Rodrigues,buffalo-sabres,2015-2016
711,825000,Matt Donovan,buffalo-sabres,2015-2016
712,800000,Johan Larsson,buffalo-sabres,2015-2016
713,700000,Cal O'Reilly,buffalo-sabres,2015-2016
714,700000,Cole Schneider,buffalo-sabres,2015-2016
715,690000,William Carrier,buffalo-sabres,2015-2016
716,670000,Justin Bailey,buffalo-sabres,2015-2016
717,667500,Jason Kasdorf,buffalo-sabres,2015-2016
718,650000,Chad Ruhwedel,buffalo-sabres,2015-2016
719,637500,Nicolas Deslauriers,buffalo-sabres,2015-2016
720,611667,Dan Catenacci,buffalo-sabres,2015-2016
721,605000,Nathan Lieuwen,buffalo-sabres,2015-2016
722,7500000,Ryan O'Reilly,buffalo-sabres,2016-2017
723,6000000,Kyle Okposo,buffalo-sabres,2016-2017
724,5400000,Rasmus Ristolainen,buffalo-sabres,2016-2017
725,5250000,Evander Kane,buffalo-sabres,2016-2017
726,5142857,Zach Bogosian,buffalo-sabres,2016-2017
727,5000000,Matt Moulson,buffalo-sabres,2016-2017
728,4600000,Tyler Ennis,buffalo-sabres,2016-2017
729,4333334,Dmitry Kulikov,buffalo-sabres,2016-2017
730,4250000,Brian Gionta,buffalo-sabres,2016-2017
731,3900000,Josh Gorges,buffalo-sabres,2016-2017
732,3325000,Cody Franson,buffalo-sabres,2016-2017
733,2250000,Marcus Foligno,buffalo-sabres,2016-2017
734,2225000,Robin Lehner,buffalo-sabres,2016-2017
735,1600000,Jake Mccabe,buffalo-sabres,2016-2017
736,1500000,Cody Mccormick,buffalo-sabres,2016-2017
737,1150000,Zemgus Girgensons,buffalo-sabres,2016-2017
738,1000000,Anders Nilsson,buffalo-sabres,2016-2017
739,950000,Johan Larsson,buffalo-sabres,2016-2017
740,925000,Jack Eichel,buffalo-sabres,2016-2017
741,925000,Hudson Fasching,buffalo-sabres,2016-2017
742,925000,Alex Nylander,buffalo-sabres,2016-2017
743,925000,C.J. Smith,buffalo-sabres,2016-2017
744,894167,Sam Reinhart,buffalo-sabres,2016-2017
745,883750,Sean Malone,buffalo-sabres,2016-2017
746,842500,Evan Rodrigues,buffalo-sabres,2016-2017
747,775883,Linus Ullmark,buffalo-sabres,2016-2017
748,775000,Nicolas Deslauriers,buffalo-sabres,2016-2017
749,718333,Nicholas Baptiste,buffalo-sabres,2016-2017
750,703333,Brendan Guhle,buffalo-sabres,2016-2017
751,700000,Cal O'Reilly,buffalo-sabres,2016-2017
752,690000,William Carrier,buffalo-sabres,2016-2017
753,670000,Justin Bailey,buffalo-sabres,2016-2017
754,650000,Justin Falk,buffalo-sabres,2016-2017
755,650000,Derek Grant,buffalo-sabres,2016-2017
756,650000,Casey Nelson,buffalo-sabres,2016-2017
757,626667,Brady Austin,buffalo-sabres,2016-2017
758,600000,Taylor Fedun,buffalo-sabres,2016-2017
759,600000,Cole Schneider,buffalo-sabres,2016-2017
760,575000,Erik Burgdoerfer,buffalo-sabres,2016-2017
761,7500000,Ryan O'Reilly,buffalo-sabres,2017-2018
762,6000000,Kyle Okposo,buffalo-sabres,2017-2018
763,5600000,Jason Pominville,buffalo-sabres,2017-2018
764,5400000,Rasmus Ristolainen,buffalo-sabres,2017-2018
765,5142857,Zach Bogosian,buffalo-sabres,2017-2018
766,5000000,Matt Moulson,buffalo-sabres,2017-2018
767,4000000,Robin Lehner,buffalo-sabres,2017-2018
768,4000000,Marco Scandella,buffalo-sabres,2017-2018
769,3900000,Josh Gorges,buffalo-sabres,2017-2018
770,2500000,Chad Johnson,buffalo-sabres,2017-2018
771,2400000,Nathan Beaulieu,buffalo-sabres,2017-2018
772,1600000,Jake Mccabe,buffalo-sabres,2017-2018
773,1600000,Zemgus Girgensons,buffalo-sabres,2017-2018
774,1475000,Johan Larsson,buffalo-sabres,2017-2018
775,1150000,Benoit Pouliot,buffalo-sabres,2017-2018
776,950000,Jordan Nolan,buffalo-sabres,2017-2018
777,925000,Viktor Antipin,buffalo-sabres,2017-2018
778,925000,Jack Eichel,buffalo-sabres,2017-2018
779,925000,Hudson Fasching,buffalo-sabres,2017-2018
780,925000,Casey Mittelstadt,buffalo-sabres,2017-2018
781,894167,Sam Reinhart,buffalo-sabres,2017-2018
782,894166,Alex Nylander,buffalo-sabres,2017-2018
783,858750,Dan O'Regan,buffalo-sabres,2017-2018
784,750000,Linus Ullmark,buffalo-sabres,2017-2018
785,718333,Nicholas Baptiste,buffalo-sabres,2017-2018
786,700000,Jacob Josefson,buffalo-sabres,2017-2018
787,697500,Brendan Guhle,buffalo-sabres,2017-2018
788,670000,Justin Bailey,buffalo-sabres,2017-2018
789,650000,Kyle Criscuolo,buffalo-sabres,2017-2018
790,650000,Justin Falk,buffalo-sabres,2017-2018
791,650000,Taylor Fedun,buffalo-sabres,2017-2018
792,650000,Seth Griffith,buffalo-sabres,2017-2018
793,650000,Casey Nelson,buffalo-sabres,2017-2018
794,650000,Kevin Porter,buffalo-sabres,2017-2018
795,650000,Evan Rodrigues,buffalo-sabres,2017-2018
796,650000,Matt Tennyson,buffalo-sabres,2017-2018
797,650000,Adam Wilcox,buffalo-sabres,2017-2018
798,625000,Scott Wilson,buffalo-sabres,2017-2018
799,612500,Zach Redmond,buffalo-sabres,2017-2018
800,7000000,Jarome Iginla,calgary-flames,2011-2012
801,6680000,Jay Bouwmeester,calgary-flames,2011-2012
802,6000000,Michael Cammalleri,calgary-flames,2011-2012
803,5833333,Miikka Kiprusoff,calgary-flames,2011-2012
804,4020000,Mark Giordano,calgary-flames,2011-2012
805,3600000,Cory Sarich,calgary-flames,2011-2012
806,3500000,Matt Stajan,calgary-flames,2011-2012
807,3500000,Alex Tanguay,calgary-flames,2011-2012
808,3000000,Olli Jokinen,calgary-flames,2011-2012
809,2550000,Curtis Glencross,calgary-flames,2011-2012
810,2500000,Anton Babchuk,calgary-flames,2011-2012
811,1300000,David Moss,calgary-flames,2011-2012
812,1250000,Chris Butler,calgary-flames,2011-2012
813,1000000,Scott Hannan,calgary-flames,2011-2012
814,916667,Tom Kostopoulos,calgary-flames,2011-2012
815,862500,Henrik Karlsson,calgary-flames,2011-2012
816,845333,Mikael Backlund,calgary-flames,2011-2012
817,845333,Akim Aliu,calgary-flames,2011-2012
818,800000,Roman Horak,calgary-flames,2011-2012
819,700000,Derek Smith,calgary-flames,2011-2012
820,617500,Joni Ortio,calgary-flames,2011-2012
821,600000,Leland Irving,calgary-flames,2011-2012
822,575000,Brett Carson,calgary-flames,2011-2012
823,566666,Tj Brodie,calgary-flames,2011-2012
824,563333,Lance Bouma,calgary-flames,2011-2012
825,560000,Carter Bancks,calgary-flames,2011-2012
826,550000,Tim Jackman,calgary-flames,2011-2012
827,538888,Mark Cundari,calgary-flames,2011-2012
828,525000,Guillame Desbiens,calgary-flames,2011-2012
829,525000,Blair Jones,calgary-flames,2011-2012
830,525000,Krys Kolanos,calgary-flames,2011-2012
831,525000,Joe Piskula,calgary-flames,2011-2012
832,6000000,Michael Cammalleri,calgary-flames,2012-2013
833,5833333,Miikka Kiprusoff,calgary-flames,2012-2013
834,5250000,Dennis Wideman,calgary-flames,2012-2013
835,4020000,Mark Giordano,calgary-flames,2012-2013
836,4000000,Jiri Hudler,calgary-flames,2012-2013
837,3775000,Roman Cervenka,calgary-flames,2012-2013
838,3500000,Alex Tanguay,calgary-flames,2012-2013
839,3500000,Matt Stajan,calgary-flames,2012-2013
840,2550000,Curtis Glencross,calgary-flames,2012-2013
841,2500000,Anton Babchuk,calgary-flames,2012-2013
842,2500000,Lee Stempniak,calgary-flames,2012-2013
843,2000000,Cory Sarich,calgary-flames,2012-2013
844,1250000,Chris Butler,calgary-flames,2012-2013
845,900000,Ben Hanowski,calgary-flames,2012-2013
846,805000,Roman Horak,calgary-flames,2012-2013
847,775000,Derek Smith,calgary-flames,2012-2013
848,725000,Mikael Backlund,calgary-flames,2012-2013
849,650000,Blair Jones,calgary-flames,2012-2013
850,617500,Joni Ortio,calgary-flames,2012-2013
851,612500,Tim Jackman,calgary-flames,2012-2013
852,600000,Brian Mcgrattan,calgary-flames,2012-2013
853,575000,Brett Carson,calgary-flames,2012-2013
854,575000,Ben Street,calgary-flames,2012-2013
855,566666,Tj Brodie,calgary-flames,2012-2013
856,560000,Carter Bancks,calgary-flames,2012-2013
857,560000,Paul Byron,calgary-flames,2012-2013
858,550000,Joey Macdonald,calgary-flames,2012-2013
859,538888,Mark Cundari,calgary-flames,2012-2013
860,525000,Joe Piskula,calgary-flames,2012-2013
861,525000,Steve Begin,calgary-flames,2012-2013
862,6000000,Michael Cammalleri,calgary-flames,2013-2014
863,5250000,Dennis Wideman,calgary-flames,2013-2014
864,4020000,Mark Giordano,calgary-flames,2013-2014
865,4000000,Jiri Hudler,calgary-flames,2013-2014
866,4000000,David Jones,calgary-flames,2013-2014
867,3500000,Matt Stajan,calgary-flames,2013-2014
868,2817949,Ladislav Smid,calgary-flames,2013-2014
869,2750000,Karri Ramo,calgary-flames,2013-2014
870,2550000,Curtis Glencross,calgary-flames,2013-2014
871,2125000,Tj Brodie,calgary-flames,2013-2014
872,1700000,Chris Butler,calgary-flames,2013-2014
873,1500000,Mikael Backlund,calgary-flames,2013-2014
874,1500000,Kris Russell,calgary-flames,2013-2014
875,1250000,Tj Galiardi,calgary-flames,2013-2014
876,925000,Sean Monahan,calgary-flames,2013-2014
877,750000,Brian Mcgrattan,calgary-flames,2013-2014
878,600000,Joe Colborne,calgary-flames,2013-2014
879,577500,Lance Bouma,calgary-flames,2013-2014
880,452100,Paul Byron,calgary-flames,2013-2014
881,390385,Kevin Westgarth,calgary-flames,2013-2014
882,346282,Joey Macdonald,calgary-flames,2013-2014
883,296154,Chris Breen,calgary-flames,2013-2014
884,204667,Markus Granlund,calgary-flames,2013-2014
885,121333,Kenneth Agostino,calgary-flames,2013-2014
886,74872,Bryce Van Brabant,calgary-flames,2013-2014
887,14231,Johnny Gaudreau,calgary-flames,2013-2014
888,13654,Bill Arnold,calgary-flames,2013-2014
889,5250000,Dennis Wideman,calgary-flames,2014-2015
890,4500000,Jonas Hiller,calgary-flames,2014-2015
891,4020000,Mark Giordano,calgary-flames,2014-2015
892,4000000,Jiri Hudler,calgary-flames,2014-2015
893,4000000,David Jones,calgary-flames,2014-2015
894,3500000,Ladislav Smid,calgary-flames,2014-2015
895,3150000,Mason Raymond,calgary-flames,2014-2015
896,3125000,Matt Stajan,calgary-flames,2014-2015
897,2916666,Deryk Engelland,calgary-flames,2014-2015
898,2750000,Karri Ramo,calgary-flames,2014-2015
899,2600000,Kris Russell,calgary-flames,2014-2015
900,2125000,Tj Brodie,calgary-flames,2014-2015
